,english,japanese,good,view,url,count,sentence
19884,wet,愛液,13,1722.0,https://eikaiwa.dmm.com/uknow/questions/65043/,305,False
35341,hook,フック,0,495.0,https://eikaiwa.dmm.com/uknow/questions/56290/,305,False
12597,evolution,進化,14,3508.0,https://eikaiwa.dmm.com/uknow/questions/50930/,305,False
21734,include,含む,7,1475.0,https://eikaiwa.dmm.com/uknow/questions/50939/,304,False
28053,technique,技術,1,898.0,https://eikaiwa.dmm.com/uknow/questions/51415/,303,False
20802,swimming,水泳,3,1595.0,https://eikaiwa.dmm.com/uknow/questions/45377/,303,False
12453,uniform,統一性,5,3556.0,https://eikaiwa.dmm.com/uknow/questions/26152/,302,False
19017,personality,人となり,4,1860.0,https://eikaiwa.dmm.com/uknow/questions/29802/,301,False
14840,published,掲載,2,2769.0,https://eikaiwa.dmm.com/uknow/questions/46869/,301,False
5771,friendly,フレンドリーな人,18,8699.0,https://eikaiwa.dmm.com/uknow/questions/6724/,301,False
32104,egg,卵,7,655.0,https://eikaiwa.dmm.com/uknow/questions/55124/,301,False
10004,anniversary,出会って◯年目の記念日,4,4717.0,https://eikaiwa.dmm.com/uknow/questions/27208/,300,False
34778,recommend,推薦,2,521.0,https://eikaiwa.dmm.com/uknow/questions/56417/,300,False
18420,sisters,姉妹,5,1961.0,https://eikaiwa.dmm.com/uknow/questions/56760/,299,False
23763,liver,肝臓,4,1255.0,https://eikaiwa.dmm.com/uknow/questions/51997/,298,False
22296,concentrate,〜に意識を集中させる,3,1412.0,https://eikaiwa.dmm.com/uknow/questions/55408/,298,False
26848,income,収入,1,986.0,https://eikaiwa.dmm.com/uknow/questions/46360/,298,False
30255,cloud,雲,2,756.0,https://eikaiwa.dmm.com/uknow/questions/51763/,297,False
19500,ear,耳,4,1779.0,https://eikaiwa.dmm.com/uknow/questions/52180/,297,False
21664,independent,自立,2,1484.0,https://eikaiwa.dmm.com/uknow/questions/56415/,297,False
25705,newspaper,新聞,8,1076.0,https://eikaiwa.dmm.com/uknow/questions/53059/,295,False
2606,humanity,人間性,27,17484.0,https://eikaiwa.dmm.com/uknow/questions/4829/,295,False
34513,benefit,利点,2,534.0,https://eikaiwa.dmm.com/uknow/questions/56703/,294,False
2855,ambulance,救急車,38,16251.0,https://eikaiwa.dmm.com/uknow/questions/36511/,294,False
16524,shirt,シャツ,5,2344.0,https://eikaiwa.dmm.com/uknow/questions/35196/,294,False
10793,limit,制限,9,4294.0,https://eikaiwa.dmm.com/uknow/questions/34963/,294,False
15903,television,テレビ,13,2483.0,https://eikaiwa.dmm.com/uknow/questions/53086/,293,False
9218,weekend,週末,11,5214.0,https://eikaiwa.dmm.com/uknow/questions/41287/,292,False
24076,exercise,エクササイズ,2,1224.0,https://eikaiwa.dmm.com/uknow/questions/33093/,292,False
23121,junk,ごみじゃん,6,1325.0,https://eikaiwa.dmm.com/uknow/questions/24969/,291,False
621,garbage,ゴミ,176,44733.0,https://eikaiwa.dmm.com/uknow/questions/36330/,291,False
16925,decent,「人並み程度には●●です」,1,2252.0,https://eikaiwa.dmm.com/uknow/questions/29340/,291,False
21461,dawn,夜明け,2,1510.0,https://eikaiwa.dmm.com/uknow/questions/52618/,290,False
22668,toy,おもちゃ,0,1370.0,https://eikaiwa.dmm.com/uknow/questions/52589/,290,False
13912,politics,政治,5,3044.0,https://eikaiwa.dmm.com/uknow/questions/35133/,290,False
16724,safely,無事に,7,2297.0,https://eikaiwa.dmm.com/uknow/questions/58862/,289,False
23387,sexy,エロい,5,1295.0,https://eikaiwa.dmm.com/uknow/questions/63328/,289,False
2770,represent,代表,11,16667.0,https://eikaiwa.dmm.com/uknow/questions/34678/,289,False
5130,ideal,理想,11,9759.0,https://eikaiwa.dmm.com/uknow/questions/38724/,289,False
1163,manga,漫画,86,30896.0,https://eikaiwa.dmm.com/uknow/questions/32121/,288,False
1692,grave,墓,87,23694.0,https://eikaiwa.dmm.com/uknow/questions/32541/,288,False
31629,explore,探索,1,680.0,https://eikaiwa.dmm.com/uknow/questions/57790/,288,False
18915,timing,タイミング,2,1879.0,https://eikaiwa.dmm.com/uknow/questions/47639/,287,False
23315,region,地方,0,1304.0,https://eikaiwa.dmm.com/uknow/questions/56127/,287,False
6799,throat,喉,24,7368.0,https://eikaiwa.dmm.com/uknow/questions/40526/,287,False
26807,gray,灰色,7,989.0,https://eikaiwa.dmm.com/uknow/questions/51054/,287,False
36807,recover,回復する,1,427.0,https://eikaiwa.dmm.com/uknow/questions/64406/,287,False
971,bug,虫,147,34414.0,https://eikaiwa.dmm.com/uknow/questions/36530/,286,False
11017,branch,宗派,12,4181.0,https://eikaiwa.dmm.com/uknow/questions/15365/,285,False
11288,participate,レッスンに参加・クラブ活動に参加の「参加する」,7,4056.0,https://eikaiwa.dmm.com/uknow/questions/32977/,285,False
28085,april,月,9,895.0,https://eikaiwa.dmm.com/uknow/questions/44677/,285,False
28710,symbol,象徴,0,851.0,https://eikaiwa.dmm.com/uknow/questions/56781/,284,False
36313,candy,飴あめ,0,449.0,https://eikaiwa.dmm.com/uknow/questions/63190/,284,False
14519,swing,ブランコをこぐ,11,2861.0,https://eikaiwa.dmm.com/uknow/questions/41167/,283,False
14413,creatures,生き物,7,2888.0,https://eikaiwa.dmm.com/uknow/questions/55851/,283,False
23407,function,関数,2,1293.0,https://eikaiwa.dmm.com/uknow/questions/54754/,281,False
8055,host,司会者,8,6114.0,https://eikaiwa.dmm.com/uknow/questions/57797/,281,False
30064,tumor,腫瘍,2,767.0,https://eikaiwa.dmm.com/uknow/questions/59928/,278,False
3244,classic,渋い、,27,14685.0,https://eikaiwa.dmm.com/uknow/questions/1541/,278,False
27883,knight,騎士,0,910.0,https://eikaiwa.dmm.com/uknow/questions/38769/,277,False
1951,healing,癒し,46,21451.0,https://eikaiwa.dmm.com/uknow/questions/32000/,277,False
22111,sentence,判決を下す,2,1431.0,https://eikaiwa.dmm.com/uknow/questions/38628/,276,False
23613,temporary,一時的,2,1270.0,https://eikaiwa.dmm.com/uknow/questions/59176/,276,False
32309,drinks,ドリンク,1,645.0,https://eikaiwa.dmm.com/uknow/questions/56717/,276,False
11321,investment,投資,4,4041.0,https://eikaiwa.dmm.com/uknow/questions/35127/,276,False
9098,representative,代表者,2,5297.0,https://eikaiwa.dmm.com/uknow/questions/55070/,275,False
19207,skull,頭蓋骨,3,1827.0,https://eikaiwa.dmm.com/uknow/questions/33094/,275,False
17090,snake,ヘビ,18,2214.0,https://eikaiwa.dmm.com/uknow/questions/37645/,274,False
6238,legend,言い伝え,16,8083.0,https://eikaiwa.dmm.com/uknow/questions/17286/,273,False
26340,physics,物理,5,1023.0,https://eikaiwa.dmm.com/uknow/questions/51999/,273,False
8238,nail,ネイル,7,5962.0,https://eikaiwa.dmm.com/uknow/questions/38462/,271,False
31823,surgeon,外科医,3,669.0,https://eikaiwa.dmm.com/uknow/questions/59030/,271,False
9260,theme,テーマ,8,5196.0,https://eikaiwa.dmm.com/uknow/questions/33329/,271,False
4871,burden,負担,13,10305.0,https://eikaiwa.dmm.com/uknow/questions/34404/,270,False
33698,arrow,矢,0,572.0,https://eikaiwa.dmm.com/uknow/questions/55028/,268,False
28201,annoying,ウザい,2,885.0,https://eikaiwa.dmm.com/uknow/questions/3362/,267,False
12081,struggle,暴れる,10,3706.0,https://eikaiwa.dmm.com/uknow/questions/49138/,267,False
10468,angle,角度,6,4470.0,https://eikaiwa.dmm.com/uknow/questions/34486/,267,False
5192,disappointed,残念,21,9633.0,https://eikaiwa.dmm.com/uknow/questions/36342/,267,False
3574,expression,表情,28,13543.0,https://eikaiwa.dmm.com/uknow/questions/42076/,267,False
9407,neighbor,隣人,7,5099.0,https://eikaiwa.dmm.com/uknow/questions/39319/,266,False
8966,patterns,柄,18,5403.0,https://eikaiwa.dmm.com/uknow/questions/42454/,266,False
9399,socalled,いわゆる,7,5105.0,https://eikaiwa.dmm.com/uknow/questions/46535/,265,False
27419,plain,地味,6,941.0,https://eikaiwa.dmm.com/uknow/questions/49588/,264,False
5106,appropriate,適切な,17,9812.0,https://eikaiwa.dmm.com/uknow/questions/33792/,264,False
28662,friendship,友情,1,854.0,https://eikaiwa.dmm.com/uknow/questions/55707/,263,False
4717,hill,坂,33,10595.0,https://eikaiwa.dmm.com/uknow/questions/33253/,263,False
33249,needle,針,0,595.0,https://eikaiwa.dmm.com/uknow/questions/54235/,263,False
8040,jacket,アウター,8,6130.0,https://eikaiwa.dmm.com/uknow/questions/36081/,262,False
34642,foundation,土台,0,528.0,https://eikaiwa.dmm.com/uknow/questions/60286/,262,False
3906,via,～経由　,16,12605.0,https://eikaiwa.dmm.com/uknow/questions/30308/,261,False
14772,symptoms,症状,10,2789.0,https://eikaiwa.dmm.com/uknow/questions/38665/,260,False
35416,theater,劇場,1,491.0,https://eikaiwa.dmm.com/uknow/questions/59126/,260,False
26057,patent,特許,3,1046.0,https://eikaiwa.dmm.com/uknow/questions/54042/,260,False
10017,transform,変身,7,4707.0,https://eikaiwa.dmm.com/uknow/questions/39992/,260,False
15182,predict,予測する,3,2677.0,https://eikaiwa.dmm.com/uknow/questions/57102/,259,False
20142,basis,基盤,0,1687.0,https://eikaiwa.dmm.com/uknow/questions/51169/,259,False
3071,counter,カウンター,30,15297.0,https://eikaiwa.dmm.com/uknow/questions/28054/,258,False
11099,salt,塩,10,4145.0,https://eikaiwa.dmm.com/uknow/questions/37765/,258,False
2240,profile,横顔,60,19432.0,https://eikaiwa.dmm.com/uknow/questions/21715/,258,False
1965,attitude,気が強い,52,21416.0,https://eikaiwa.dmm.com/uknow/questions/5788/,257,False
23485,punishment,罰,10,1284.0,https://eikaiwa.dmm.com/uknow/questions/56734/,257,False
9314,approximately,おおよそ～といったところか,5,5165.0,https://eikaiwa.dmm.com/uknow/questions/5052/,257,False
19785,hacked,乗っ取られた,5,1737.0,https://eikaiwa.dmm.com/uknow/questions/51809/,256,False
34035,mars,火星,2,556.0,https://eikaiwa.dmm.com/uknow/questions/52514/,256,False
3126,era,時代,35,15114.0,https://eikaiwa.dmm.com/uknow/questions/38892/,256,False
816,affair,浮気,47,37967.0,https://eikaiwa.dmm.com/uknow/questions/35092/,256,False
19897,column,欄,0,1720.0,https://eikaiwa.dmm.com/uknow/questions/55963/,256,False
10233,halfway,中途半端な〜,6,4587.0,https://eikaiwa.dmm.com/uknow/questions/29372/,256,False
12800,argument,喧嘩する,13,3435.0,https://eikaiwa.dmm.com/uknow/questions/58874/,255,False
35257,net,展開図,4,499.0,https://eikaiwa.dmm.com/uknow/questions/63874/,255,False
22945,capacity,定員,1,1342.0,https://eikaiwa.dmm.com/uknow/questions/59090/,255,False
9401,impressive,感動を与える,7,5104.0,https://eikaiwa.dmm.com/uknow/questions/40886/,253,False
24551,valley,谷,2,1181.0,https://eikaiwa.dmm.com/uknow/questions/51049/,253,False
3964,packed,電車が混んでいた,12,12446.0,https://eikaiwa.dmm.com/uknow/questions/13245/,252,False
33849,channel,チャンネル,2,565.0,https://eikaiwa.dmm.com/uknow/questions/57861/,252,False
10961,soil,土,15,4206.0,https://eikaiwa.dmm.com/uknow/questions/52068/,251,False
22629,bean,豆,5,1375.0,https://eikaiwa.dmm.com/uknow/questions/51391/,251,False
7651,alcohol,アルコール,11,6493.0,https://eikaiwa.dmm.com/uknow/questions/33019/,249,False
36927,explanation,説明文,1,422.0,https://eikaiwa.dmm.com/uknow/questions/63946/,248,False
23196,organic,オーガニック,3,1318.0,https://eikaiwa.dmm.com/uknow/questions/39171/,248,False
273,quote,セリフ,79,71209.0,https://eikaiwa.dmm.com/uknow/questions/16382/,248,False
6509,thief,泥棒,33,7712.0,https://eikaiwa.dmm.com/uknow/questions/40315/,247,False
1251,height,身長,54,28959.0,https://eikaiwa.dmm.com/uknow/questions/36518/,245,False
642,stairs,階段,128,44168.0,https://eikaiwa.dmm.com/uknow/questions/9102/,245,False
8001,port,港,15,6167.0,https://eikaiwa.dmm.com/uknow/questions/41016/,245,False
12169,novel,小説,13,3661.0,https://eikaiwa.dmm.com/uknow/questions/33150/,245,False
14667,tag,おいかけっこ,7,2817.0,https://eikaiwa.dmm.com/uknow/questions/45201/,243,False
8781,combination,組み合わせ,5,5527.0,https://eikaiwa.dmm.com/uknow/questions/28112/,243,False
31238,revolution,革命,4,702.0,https://eikaiwa.dmm.com/uknow/questions/51991/,242,False
13147,appearance,姿,3,3300.0,https://eikaiwa.dmm.com/uknow/questions/48232/,242,False
14959,nightmare,悪夢,12,2731.0,https://eikaiwa.dmm.com/uknow/questions/39933/,242,False
19781,string,紐ひも,2,1738.0,https://eikaiwa.dmm.com/uknow/questions/56402/,242,False
8887,subway,地下鉄,13,5457.0,https://eikaiwa.dmm.com/uknow/questions/38734/,240,False
13677,definition,定義,3,3117.0,https://eikaiwa.dmm.com/uknow/questions/34014/,240,False
36072,wisdom,知恵,0,460.0,https://eikaiwa.dmm.com/uknow/questions/59199/,240,False
28841,bride,花嫁,0,843.0,https://eikaiwa.dmm.com/uknow/questions/56690/,240,False
19411,sale,セール,1,1791.0,https://eikaiwa.dmm.com/uknow/questions/36611/,239,False
6881,noble,貴族,32,7251.0,https://eikaiwa.dmm.com/uknow/questions/40708/,237,False
8417,desert,砂漠,30,5818.0,https://eikaiwa.dmm.com/uknow/questions/34019/,237,False
33051,convenience,都合,0,604.0,https://eikaiwa.dmm.com/uknow/questions/60224/,237,False
15753,tunnel,トンネル,5,2533.0,https://eikaiwa.dmm.com/uknow/questions/47107/,237,False
23578,stable,安定,7,1274.0,https://eikaiwa.dmm.com/uknow/questions/55876/,237,False
26691,shell,貝殻,3,998.0,https://eikaiwa.dmm.com/uknow/questions/57557/,236,False
467,compassion,思いやり,99,52703.0,https://eikaiwa.dmm.com/uknow/questions/3504/,236,False
13777,curry,カレー,18,3086.0,https://eikaiwa.dmm.com/uknow/questions/36838/,236,False
32658,nerve,神経,1,626.0,https://eikaiwa.dmm.com/uknow/questions/55955/,235,False
20411,rarely,めったにない,4,1645.0,https://eikaiwa.dmm.com/uknow/questions/49789/,234,False
1925,cow,牛うし,68,21615.0,https://eikaiwa.dmm.com/uknow/questions/6545/,234,False
1337,tournament,大会,37,27808.0,https://eikaiwa.dmm.com/uknow/questions/32158/,234,False
29227,beef,牛肉,1,818.0,https://eikaiwa.dmm.com/uknow/questions/57530/,234,False
12802,mouse,マウス,11,3434.0,https://eikaiwa.dmm.com/uknow/questions/39005/,233,False
7996,diamond,ひし形,18,6171.0,https://eikaiwa.dmm.com/uknow/questions/37950/,233,False
12667,broadcast,発信する,5,3487.0,https://eikaiwa.dmm.com/uknow/questions/50741/,232,False
13181,discovery,発見,5,3290.0,https://eikaiwa.dmm.com/uknow/questions/34812/,232,False
4411,unnecessary,必要ない,15,11259.0,https://eikaiwa.dmm.com/uknow/questions/46575/,232,False
3798,slave,社畜,26,12859.0,https://eikaiwa.dmm.com/uknow/questions/28951/,231,False
3114,umm,えーっと、あのね、,27,15143.0,https://eikaiwa.dmm.com/uknow/questions/1581/,230,False
4905,atmosphere,〜な雰囲気,28,10241.0,https://eikaiwa.dmm.com/uknow/questions/29099/,230,False
18796,relationships,人との関わり,1,1900.0,https://eikaiwa.dmm.com/uknow/questions/48699/,230,False
9717,amusement,娯楽,4,4896.0,https://eikaiwa.dmm.com/uknow/questions/44077/,229,False
26305,arrange,手配,4,1026.0,https://eikaiwa.dmm.com/uknow/questions/54991/,229,False
10826,sweat,汗をかく,9,4278.0,https://eikaiwa.dmm.com/uknow/questions/56337/,228,False
15540,midnight,深夜,6,2583.0,https://eikaiwa.dmm.com/uknow/questions/49809/,228,False
16083,scream,叫ぶ,7,2438.0,https://eikaiwa.dmm.com/uknow/questions/52443/,227,False
3349,review,見直す,15,14318.0,https://eikaiwa.dmm.com/uknow/questions/34698/,227,False
5654,smooth,「お肌ツルツル」,27,8867.0,https://eikaiwa.dmm.com/uknow/questions/4509/,226,False
25825,impression,印象,2,1064.0,https://eikaiwa.dmm.com/uknow/questions/43991/,226,False
35902,basketball,バスケ,6,467.0,https://eikaiwa.dmm.com/uknow/questions/50938/,226,False
31826,surprisingly,意外な思いで,1,668.0,https://eikaiwa.dmm.com/uknow/questions/1239/,225,False
12544,committee,○○委員会,5,3522.0,https://eikaiwa.dmm.com/uknow/questions/17110/,225,False
6818,noisy,騒がしい,7,7338.0,https://eikaiwa.dmm.com/uknow/questions/20804/,225,False
7353,germany,ドイツ,40,6793.0,https://eikaiwa.dmm.com/uknow/questions/44774/,225,False
12826,seed,種,16,3422.0,https://eikaiwa.dmm.com/uknow/questions/38770/,225,False
29241,generous,酔って気が大きくなる,6,817.0,https://eikaiwa.dmm.com/uknow/questions/40892/,224,False
7381,relatively,わりと,6,6761.0,https://eikaiwa.dmm.com/uknow/questions/15631/,224,False
35088,gap,段差,12,506.0,https://eikaiwa.dmm.com/uknow/questions/65955/,224,False
4791,association,学会,11,10436.0,https://eikaiwa.dmm.com/uknow/questions/33033/,224,False
8725,embassy,大使館,17,5578.0,https://eikaiwa.dmm.com/uknow/questions/38155/,223,False
1049,awkward,気まずい,94,33096.0,https://eikaiwa.dmm.com/uknow/questions/3204/,222,False
4012,secretly,こっそり,23,12329.0,https://eikaiwa.dmm.com/uknow/questions/16331/,222,False
33418,fever,西洋かぶれ,5,587.0,https://eikaiwa.dmm.com/uknow/questions/56504/,221,False
20779,dirt,汚れ,6,1598.0,https://eikaiwa.dmm.com/uknow/questions/44506/,221,False
28859,mexico,メキシコ,2,841.0,https://eikaiwa.dmm.com/uknow/questions/38697/,221,False
23460,pitch,間隔,4,1287.0,https://eikaiwa.dmm.com/uknow/questions/52520/,221,False
4478,formula,粉ミルク,14,11100.0,https://eikaiwa.dmm.com/uknow/questions/7009/,220,False
10965,palm,手のひら,4,4205.0,https://eikaiwa.dmm.com/uknow/questions/38527/,220,False
1111,habit,口癖,119,31786.0,https://eikaiwa.dmm.com/uknow/questions/2465/,220,False
482,handling,○○を取り扱っている,43,51921.0,https://eikaiwa.dmm.com/uknow/questions/4988/,219,False
11875,election,選挙,17,3790.0,https://eikaiwa.dmm.com/uknow/questions/7527/,219,False
7779,tap,蛇口,10,6362.0,https://eikaiwa.dmm.com/uknow/questions/45688/,218,False
31383,tiger,虎,6,694.0,https://eikaiwa.dmm.com/uknow/questions/55092/,218,False
20773,doll,人形,8,1599.0,https://eikaiwa.dmm.com/uknow/questions/52571/,218,False
28565,thick,どろどろ,2,861.0,https://eikaiwa.dmm.com/uknow/questions/43890/,217,False
24663,perspective,観点,1,1171.0,https://eikaiwa.dmm.com/uknow/questions/59929/,217,False
34061,debate,議論,2,555.0,https://eikaiwa.dmm.com/uknow/questions/57487/,217,False
12679,belief,信念,5,3483.0,https://eikaiwa.dmm.com/uknow/questions/52876/,216,False
17703,abuse,虐待,7,2086.0,https://eikaiwa.dmm.com/uknow/questions/55438/,216,False
18223,alternative,代替,2,1997.0,https://eikaiwa.dmm.com/uknow/questions/48501/,216,False
28952,agreement,合意,0,836.0,https://eikaiwa.dmm.com/uknow/questions/58027/,216,False
773,crossing,交差点,142,39005.0,https://eikaiwa.dmm.com/uknow/questions/29837/,215,False
16886,maid,メイド,2,2263.0,https://eikaiwa.dmm.com/uknow/questions/55166/,215,False
8620,connections,繋がり,7,5657.0,https://eikaiwa.dmm.com/uknow/questions/38659/,214,False
9310,rainbow,虹,23,5168.0,https://eikaiwa.dmm.com/uknow/questions/38858/,214,False
26724,tragedy,悲劇,0,995.0,https://eikaiwa.dmm.com/uknow/questions/56174/,214,False
14681,desperately,必死に〜する,3,2814.0,https://eikaiwa.dmm.com/uknow/questions/45391/,213,False
4998,cooperate,協力する,24,10032.0,https://eikaiwa.dmm.com/uknow/questions/44871/,213,False
